databaseA,databaseB,descriptionA,descriptionB,label,,
advisor-i_ID,JX-pxkId,i_ID: represents the unique identifier of the instructor who is advising the student.,pxkId: the identifier of the course offering being instructed,0,,
advisor-i_ID,JX-khr,i_ID: represents the unique identifier of the instructor who is advising the student.,khr: the date when the course instruction starts,0,,
advisor-i_ID,JX-scId,i_ID: represents the unique identifier of the instructor who is advising the student.,scId: the identifier of the timeslot when the course instruction is held,0,,
advisor-i_ID,JX-khjzId,i_ID: represents the unique identifier of the instructor who is advising the student.,khjzId: the identifier of the building where the course instruction is held,0,,
advisor-i_ID,JX-khfjh,i_ID: represents the unique identifier of the instructor who is advising the student.,khfjh: the room number or identifier where the course instruction is held,0,,
advisor-i_ID,XS-xsId,i_ID: represents the unique identifier of the instructor who is advising the student.,xsId: a unique identifier for each student,0,,
advisor-i_ID,XS-xm,i_ID: represents the unique identifier of the instructor who is advising the student.,xm: the name of the student,0,,
advisor-i_ID,XS-yxmc,i_ID: represents the unique identifier of the instructor who is advising the student.,yxmc: the name of the school where the student is enrolled,0,,
advisor-i_ID,XS-zxf,i_ID: represents the unique identifier of the instructor who is advising the student.,zxf: the total credits that the student has taken or is taking,0,,
advisor-i_ID,XS-zym,i_ID: represents the unique identifier of the instructor who is advising the student.,zym: the name of the student's major,0,,
advisor-i_ID,XS-zzcj,i_ID: represents the unique identifier of the instructor who is advising the student.,zzcj: the final grade of the student in the course,0,,
advisor-i_ID,XS-jsId,i_ID: represents the unique identifier of the instructor who is advising the student.,jsId: the identifier of the teacher who instructs the course,1,,
advisor-i_ID,ZY-zym,i_ID: represents the unique identifier of the instructor who is advising the student.,zym: the name of the major,0,,
advisor-i_ID,ZY-yxmc,i_ID: represents the unique identifier of the instructor who is advising the student.,yxmc: the name of the school that offers the major,0,,
advisor-i_ID,ZY-xxnf,i_ID: represents the unique identifier of the instructor who is advising the student.,xxnf: the academic year when the major is offered,0,,
advisor-i_ID,XX-xsId,i_ID: represents the unique identifier of the instructor who is advising the student.,xsId: the identifier of the student who takes the course,0,,
advisor-i_ID,XX-pxkId,i_ID: represents the unique identifier of the instructor who is advising the student.,pxkId: the identifier of the course offering being taken,0,,
advisor-i_ID,XX-cj,i_ID: represents the unique identifier of the instructor who is advising the student.,cj: the grade of the student in the course,0,,
advisor-i_ID,SJ-scId,i_ID: represents the unique identifier of the instructor who is advising the student.,scId: a unique identifier for each timeslot,0,,
advisor-i_ID,SJ-xq,i_ID: represents the unique identifier of the instructor who is advising the student.,xq: the academic term or semester when the timeslot is offered,0,,
advisor-i_ID,SJ-kssj,i_ID: represents the unique identifier of the instructor who is advising the student.,kssj: the start time of the timeslot,0,,
advisor-i_ID,SJ-jssj,i_ID: represents the unique identifier of the instructor who is advising the student.,jssj: the end time of the timeslot,0,,
advisor-i_ID,XQ-kcId,i_ID: represents the unique identifier of the instructor who is advising the student.,kcId: the identifier of the course being taken,0,,
advisor-i_ID,XQ-xykcId,i_ID: represents the unique identifier of the instructor who is advising the student.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
time_slot-time_slot_id,JZ-jzId,time_slot_id: represents the unique identifier of the time slot.,jzId: identifier of a building,0,,
time_slot-time_slot_id,JZ-jzName,time_slot_id: represents the unique identifier of the time slot.,jzName: the name of a building,0,,
time_slot-time_slot_id,JZ-wz,time_slot_id: represents the unique identifier of the time slot.,wz: location of the building,0,,
time_slot-time_slot_id,FJ-jzId,time_slot_id: represents the unique identifier of the time slot.,jzId: identifier of a building,0,,
time_slot-time_slot_id,FJ-fjh,time_slot_id: represents the unique identifier of the time slot.,fjh: room number,0,,
time_slot-time_slot_id,FJ-rs,time_slot_id: represents the unique identifier of the time slot.,rs: number of occupants in the room.,0,,
time_slot-time_slot_id,ysAp-jzId,time_slot_id: represents the unique identifier of the time slot.,jzId: identifier of a building,0,,
time_slot-time_slot_id,ysAp-fjh,time_slot_id: represents the unique identifier of the time slot.,fjh: room number,0,,
time_slot-time_slot_id,ysAp-sj,time_slot_id: represents the unique identifier of the time slot.,sj: time of an event,0,,
time_slot-time_slot_id,ysAp-scId,time_slot_id: represents the unique identifier of the time slot.,scId: identifier of a time slot,1,,
time_slot-time_slot_id,ysAp-ddrId,time_slot_id: represents the unique identifier of the time slot.,ddrId: identifier of the person who booked the room,0,,
time_slot-time_slot_id,ysAp-yy,time_slot_id: represents the unique identifier of the time slot.,yy: reason for booking the room,0,,
time_slot-time_slot_id,YX-yxmc,time_slot_id: represents the unique identifier of the time slot.,yxmc: name of a department,0,,
time_slot-time_slot_id,YX-jzId,time_slot_id: represents the unique identifier of the time slot.,jzId: identifier of a building,0,,
time_slot-time_slot_id,YX-ys,time_slot_id: represents the unique identifier of the time slot.,ys: budget for the department,0,,
time_slot-time_slot_id,KC-kcId,time_slot_id: represents the unique identifier of the time slot.,kcId: identifier of a course,0,,
time_slot-time_slot_id,KC-mc,time_slot_id: represents the unique identifier of the time slot.,mc: name of a course,0,,
time_slot-time_slot_id,KC-yxmc,time_slot_id: represents the unique identifier of the time slot.,yxmc: name of the department offering the course,0,,
time_slot-time_slot_id,KC-xf,time_slot_id: represents the unique identifier of the time slot.,xf: credits for the course.,0,,
time_slot-time_slot_id,KC-yy,time_slot_id: represents the unique identifier of the time slot.,yy: language of instruction for the course,0,,
time_slot-time_slot_id,JS-jsId,time_slot_id: represents the unique identifier of the time slot.,jsId: a unique identifier for each teacher,0,,
time_slot-time_slot_id,JS-xm,time_slot_id: represents the unique identifier of the time slot.,xm: the name of the teacher,0,,
time_slot-time_slot_id,JS-yxmc,time_slot_id: represents the unique identifier of the time slot.,yxmc: the name of the school where the teacher works,0,,
time_slot-time_slot_id,JS-gn,time_slot_id: represents the unique identifier of the time slot.,gn: the teacher's expertise or specialty,0,,
time_slot-time_slot_id,JS-zj,time_slot_id: represents the unique identifier of the time slot.,zj: the teacher's rank or seniority,0,,
time_slot-time_slot_id,PXK-pxkId,time_slot_id: represents the unique identifier of the time slot.,pxkId: a unique identifier for each course offering,0,,
time_slot-time_slot_id,PXK-kcId,time_slot_id: represents the unique identifier of the time slot.,kcId: the identifier of the course being offered,0,,
time_slot-time_slot_id,PXK-khId,time_slot_id: represents the unique identifier of the time slot.,khId: the identifier of the class section,0,,
time_slot-time_slot_id,PXK-xq,time_slot_id: represents the unique identifier of the time slot.,xq: the academic term or semester when the course is offered,0,,
time_slot-time_slot_id,PXK-nf,time_slot_id: represents the unique identifier of the time slot.,nf: the academic year when the course is offered,0,,
time_slot-time_slot_id,KCM-pxkId,time_slot_id: represents the unique identifier of the time slot.,pxkId: the identifier of the course offering,0,,
time_slot-time_slot_id,KCM-jzId,time_slot_id: represents the unique identifier of the time slot.,jzId: the identifier of the building where the course is held,0,,
time_slot-time_slot_id,KCM-fjh,time_slot_id: represents the unique identifier of the time slot.,fjh: the room number or identifier where the course is held,0,,
time_slot-time_slot_id,KCM-scId,time_slot_id: represents the unique identifier of the time slot.,scId: the identifier of the timeslot when the course is held,1,,
time_slot-time_slot_id,JX-jsId,time_slot_id: represents the unique identifier of the time slot.,jsId: the identifier of the teacher who instructs the course,0,,
